Canonical SMILES,Mutagenicity
Cc1cccc2c1-c1ccccc1C2C,mutagenic
O=C1C=Cc2c(C1=O)ccc1c2c(C)cc2c1cccc2,mutagenic
OCCN(CCO)C,non-mutagenic
C/C=C\C=C/C(=O)O,non-mutagenic
C[C@@H]1CCc2c1ccc1c2ccc2c1cccc2,mutagenic
Sc1nc2c([nH]1)cccc2,non-mutagenic
Ic1ccc(cc1)N=N/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/c1ccccc1,non-mutagenic
[O-][n+]1cccc2c1C1OC1C=C2,non-mutagenic
ON1c2ccccc2/C(=N\c2ccccc2)/C1(c1ccccc1)c1ccccc1,non-mutagenic
OC1C2OC2c2c(C1O)ccc1c2c(C)cc2c1cc(cc2)C,mutagenic
OC(=O)CCN[N+](C)(C)C,non-mutagenic
[O-][N+](=O)C1=Cc2c3c(O1)cccc3ccc2,mutagenic
BrCCC(Br)Br,mutagenic
CC1=CC(=O)C(=CC1=O)C,non-mutagenic
O[C@H]1C(OC[C@H]([C@@H]1O)O)Nc1ccc(cc1)C,mutagenic
BrCCOC(=O)CC(C(=O)OCCBr)O,mutagenic
CC(=O)OCc1c2ccccc2c(c2c1c1ccccc1cc2)C,mutagenic
CCSC(=O)Cl,non-mutagenic
CCN(c1ccccc1)CC,non-mutagenic
O=C1c2ccccc2C(=O)C1(O)O,non-mutagenic
CCCCN(C(=O)N)N=O,mutagenic
CN1CCC(=CC1)c1ccccc1,non-mutagenic
ClCCN(c1ccc2c(c1)oc(c2)[N+](=O)[O-])CCCl,mutagenic
Cc1ccc(c(c1)C)/N=C/N=C/N(c1ccc(cc1C)C)C,non-mutagenic
COC(=O)C1c2cc3c(c(c2C(CC1(O)CC)OC1OC(C)C(C(C1)N(C)C)O)O)C(=O)c1c(C3=O)cccc1O,mutagenic
COc1cc(ccc1N=N[C@@H](C(=O)Nc1ccccc1OC)C(=O)C)[N+](=O)[O-],non-mutagenic
OC1C=Cc2c(C1O)cc1c(c2)ccc(c1)[N+](=O)[O-],mutagenic
O=NN(CC(=O)C)COC(=O)C,mutagenic
COc1ccc(cc1)/C(=C\C(=O)O)/Br,mutagenic
ClC[C@H](O[C@@H](CCl)C)C,mutagenic
Cc1ccc(cc1)NS(=O)(=O)c1cccc2c1nccc2,non-mutagenic
COC(=O)c1ccc(cc1)C,non-mutagenic
CC(=O)OCc1ccco1,mutagenic
CC(c1cccc(c1)C(OOC(C)(C)C)(C)C)(OOC(C)(C)C)C,non-mutagenic
CNS(=O)(=O)c1ccc(cc1)N,non-mutagenic
Cc1c2cccc(c2nc2c1ccc1c2cccc1)C,mutagenic
CCc1ccccc1N,non-mutagenic
C1=COc2c(C=C1)c1cc3ccccc3cc1c1c2cccc1,mutagenic
C1C=Cc2c(C1)cc1c3c2ccc2c3c(cc1)ccc2,mutagenic
[O-][N+](=O)c1ccc(cc1)N=Nc1ccccc1,mutagenic
C=CC(=C)CCC=C(C)C,non-mutagenic
Cc1cc(cc(c1)C)[N+](=O)[O-],mutagenic
Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O,mutagenic
CCCOC(=O)c1cc(O)c(c(c1)O)O,non-mutagenic
ClCCN(c1ccc2c(c1)cccc2)CCCl,mutagenic
OC1C(O)C(O)COC1(O)CN(c1ccc(cc1)C)N=O,mutagenic
O=C=Nc1ccc(c(c1)N=C=O)C,mutagenic
ClC(=C)C#N,non-mutagenic
COc1ccc2c(c1)[nH]c1c2CCN=C1C,non-mutagenic
COc1cccc(c1)/C=C/c1ccc(cc1)N,mutagenic
OCCN(N=O)CC,mutagenic
Clc1ccc2c(c1)nc(n2C)N,mutagenic
OC(=O)c1cccc(c1C)[N+](=O)[O-],mutagenic
ClCCCNC(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,mutagenic
OCC1OC(CC1O)n1cnc2c1nc(O)nc2N,non-mutagenic
Oc1ncnc2c1cccc2,non-mutagenic
O=CC(=C(Cl)Cl)C(Cl)Cl,mutagenic
CC(=O)OCc1ccc2c(c1)OCO2,non-mutagenic
ClC(/C(=C(/C(=O)O)\Cl)/C(=O)O)Cl,mutagenic
OCc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,mutagenic
Nc1ccc2c(c1)cns2,mutagenic
[O-][N+](=O)c1ccc(cc1)c1nc2-c(c([nH]1)N)ncn2,mutagenic
Sc1nc2c(s1)cccc2,non-mutagenic
N#CCC[C@](C#N)(CBr)Br,non-mutagenic
COc1ccc(cc1)N=[N+](c1ccc(cc1)OC)[O-],mutagenic
COP(=S)(Oc1ccc(c(c1)C)[N+](=O)[O-])OC,mutagenic non-mutagenic
CCOc1ccc(cc1)[N+](=O)[O-],mutagenic
NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@H](C(=O)O)CCc1ccccc1,non-mutagenic
Clc1cc(N)c(cc1c1cc(Cl)c(cc1Cl)N)Cl,mutagenic
ClCCN(C(=O)NC1CCCCC1)N=O,mutagenic
Cc1ccccc1N=Nc1ccc(cc1)N(C)C,non-mutagenic
[O-][N+](=O)c1c2ccccc2c2c3c1ccc1c3c(cc2)c(cc1)[N+](=O)[O-],mutagenic
[O-][N+](=O)c1ccc2c(c1)Oc1c(O2)ccc(c1)[N+](=O)[O-],mutagenic
O[C@@H]1[C@@H]2O[C@@H]2c2c([C@H]1O)ccc1-c3c4c(-c21)cccc4ccc3,mutagenic
Nc1ccc(c(c1)Cl)c1ccc(cc1Cl)N,mutagenic
OC(=O)C1(C)CCCC2(C1CCC13C2CCC(C3)(C(=C)C1)O)C,mutagenic
O=C1C=CC(=O)N1c1ccc(cc1)Cc1ccc(cc1)N1C(=O)C=CC1=O,non-mutagenic
CCCC[C@@H](C(=O)O)CC,non-mutagenic
Cc1ccc(c(c1)C)OP(=O)(Oc1ccc(cc1C)C)Oc1ccc(cc1C)C,non-mutagenic
CCCCCCCCCCCCCOC(=O)C[N+](CC)(CC)CC,non-mutagenic
COC(=O)c1ccc(cc1)C=O,non-mutagenic
CC(C1C(=O)N2C1SC(=C2C(=O)O)C1CCCO1)O,non-mutagenic
ClC1=CC(=O)C(C1=O)(Cl)Cl,mutagenic
O=CC1C(=CCC2C1(C)CCC1C2(C)CCCC1(C)C)C=O,non-mutagenic
N#N=Nc1nc2c(n1C)cccc2,mutagenic
CN(CCN(c1ccccn1)Cc1ccc(cc1)O)C,non-mutagenic
CC1OC(=O)c2c(C1)ccc(c2O)C(=O)NC(C(=O)O)Cc1ccccc1,non-mutagenic
OC(=O)C(CC(=O)O)(CC(=O)O)O,non-mutagenic
O=CNc1scc(n1)c1scc(c1)[N+](=O)[O-],mutagenic
CCC(=O)/C=C/C1C(=CCCC1(C)C)C,non-mutagenic
c1ccc(cc1)NNc1ccccc1,mutagenic
CCCCCOc1cccc(c1)NC(=O)OC1CCCCC1N1CCCC1,non-mutagenic
CCCN(CCC)CCC,non-mutagenic
O=C1NC(=O)C(=C(Cl)Cl)C1,mutagenic
NC(C(=O)O)C(C)C,non-mutagenic
CCCCCC(=O)OCC=C,non-mutagenic
Nc1cccc(c1)C(F)(F)F,non-mutagenic
COc1cc(ccc1NC(=O)C)[N+](=O)[O-],mutagenic
CC(CCC[C@H]([C@@H]1CC[C@H]2[C@]1(C)CC[C@@H]1[C@H]2CC2([C@H]3[C@]1(C)CC[C@@H](C3)Br)S(=O)(=O)CCS2(=O)=O)C)C,mutagenic
CNS(=O)(=O)c1ccc(cc1)NC(=O)C,non-mutagenic
OC[C@H]1O[C@@H](C[C@@H]1N=[N+]=[N-])n1cc(C)c(=O)[nH]c1=O,mutagenic
[O-][N+](=O)c1cc([N+](=O)[O-])c2c3c1c1CCCCc1c1c3c(cc2)ccc1,mutagenic
O=NN(c1ccncc1)C,non-mutagenic
COC1=C[C@@H]2[C@@H]3Cc4c([C@@]2(CC1=O)CCN3C)c(O)c(cc4)OC,non-mutagenic
CNC(=O)O/N=C\C(SC)(C)C,non-mutagenic
CC(=O)Nc1snc2c1cccc2,mutagenic
C=CCN(C1c2ccccc2-c2c(C1N1C3C1c1ccccc1-c1c3cccc1)cccc2)CC=C,non-mutagenic
[O-][N+](=O)c1oc(c(c1Cl)Cl)C(=O)C,mutagenic
OCC1OC(OC(C(C(=O)NC(C(C(C(=O)NC(C(=O)NCCc2scc(n2)c2scc(n2)C(=O)NCCc2nc[nH]c2)C(O)C)C)O)C)NC(=O)c2nc(nc(c2C)N)C(CC(=O)N)NCC(C(=O)N)N)c2nc[nH]c2)C(C(C1O)O)OC1OC(CO)C(C(C1O)OC(=O)N)O,mutagenic
Fc1ccc(cc1)NC(=O)c1csc(c1)[N+](=O)[O-],mutagenic
ClC/C(=C(\C(=O)O)/Cl)/C(=O)O,non-mutagenic
CCCNc1snc2c1cccc2,non-mutagenic
N#Cc1ccc2c(c1)nc(n2C)N,mutagenic
O=C(C1OC1)NCc1ccccc1,mutagenic
[O-][N+](=O)c1cncn1C,mutagenic
O=S1(=O)OCCCO1,mutagenic
OC(=O)Cc1ccc(cc1)Cl,non-mutagenic
Oc1cccc(c1)N(C)C,mutagenic
Nc1c2ccccc2cc2c1cccc2,mutagenic
[O-][N+](=O)c1ccc(cc1)S(=O)(=O)Cl,mutagenic
CCc1cccc(c1N)CC,mutagenic
[O-][N+](=O)c1cc2ccccc2cc1C,non-mutagenic
CC(=O)OC1C(OCC(C1OC(=O)C)OC(=O)C)Nc1ccc(cc1)[N+](=O)[O-],mutagenic
OCC1(O)CCC23CC1CC2CCC1C3(C)CCC(C1(C)CO)O,non-mutagenic
CCC(=O)NCc1ccccc1,non-mutagenic
ClC[C@H](Cl)C,mutagenic
OC(=O)[C@@H]1[C@H](C(=O)O)[C@]2(C([C@]1(Cl)C(=C2Cl)Cl)(Cl)Cl)Cl,non-mutagenic
O=C1C=CC(=O)C1(Cl)Cl,mutagenic
CNC(=O)N(C(=O)NC)O,non-mutagenic
BrCC#N,non-mutagenic
[O-][N+](=O)c1ccc(s1)c1nc(N2CCOCC2)c2c(n1)cccc2,mutagenic
C/C=N\O,mutagenic
Fc1ccc(cc1)CN1C2C1c1ccccc1-c1c2cccc1,mutagenic
O(CC1OC1)CCOCC1OC1,mutagenic
Nc1cc(cc2c1c(O)c(c(c2)S(=O)(=O)O)N=Nc1ccccc1)S(=O)(=O)O,non-mutagenic
[O-][N+](=O)c1ccc(cc1)Nc1ccccc1,non-mutagenic
O=C1C=Cc2c(C1=O)ccc1c2ccc2c1cccc2,non-mutagenic
CC(=O)N(c1ccc2-c3c(Cc2c1)cccc3)OC(=O)c1ccccc1,mutagenic
NC[C@@H]1CC[C@H](CC1)C(=O)c1ccc(cc1)CCC(=O)O,non-mutagenic
OC1COC2(C1CC(=O)C2(O)Cc1cn(c2c1cccc2)C)O,mutagenic
CCC(=O)C(=O)CC,mutagenic
ClCCSCCCl,mutagenic
N#N=Nc1ccc2c(c1)c(Nc1ccc(cc1)NS(=O)(=O)C)c1c(n2)cccc1,mutagenic
CCOP(=S)(Oc1cnc2c(n1)cccc2)OCC,non-mutagenic
CCCCOC(=O)COc1cc(Cl)c(cc1Cl)Cl,non-mutagenic
CCCC(=O)Nc1ccc(c(c1)C(=O)C)OC[C@@H](CNC(C)C)O,non-mutagenic
[O-][N+](=O)c1ccc(cc1)/C=C/c1cccc(c1)[N+](=O)[O-],mutagenic
[O-][N+](=O)c1ccc(o1)/C=C/c1ccc(cc1)C(=O)O,mutagenic
Oc1cc2ccccc2c(c1)O,mutagenic
O=C/C(=C\c1ccccc1)/C,non-mutagenic
Oc1ccc2c(c1)c1c(cc2)c(C)cc2c1nc([nH]2)C,mutagenic
Cc1cc(O)c2c(c1O)C(=O)c1c(C2=O)c(O)ccc1O,mutagenic
COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,non-mutagenic
COc1c(OC)ccc2c1C(=O)O[C@@H]2[C@@H]1N(C)CCc2c1cc1OCOc1c2,non-mutagenic
OC(=O)/C(=C(/C(=O)O)\C)/Cl,non-mutagenic
Clc1ccc(c(c1)C)O,non-mutagenic
CC(CCCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCCC2)C)C,non-mutagenic
Fc1ccccc1C(=O)c1c(C)nn(c1N)C,mutagenic
C1C/C=C/CCC2C(CC/C=C\1)O2,non-mutagenic
[O-][n+]1cnc2c(c1N)[nH]cn2,mutagenic
CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,non-mutagenic
COc1ccc2c(c1)c1cc(OC)ccc1c1c2c2ccc(cc2c2c1ccc(c2)OC)OC,mutagenic
Clc1ccc(c(c1)Cl)N,mutagenic
CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,non-mutagenic
CC(=C)C#N,non-mutagenic
CN,non-mutagenic
NCCc1c[nH]c2c1cccc2,non-mutagenic
CC1=Nc2c(C1(C)C)cccc2,non-mutagenic
N#N=Nc1ccc2c(c1)nc1c(c2Nc2ccc(cc2)NS(=O)(=O)C)cccc1,mutagenic
BrC/C=C\CBr,mutagenic
CCCCN1C2C1c1ccccc1-c1c2cccc1,mutagenic
Clc1ccc2c(c1)nsc2N,mutagenic
CO/N=C(/c1nsc(n1)N)\C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)C[n+]1ccn2c1cccn2,non-mutagenic
C[C@@H](ON=O)CC,mutagenic
CC(C(=O)Nc1ccccc1)C,non-mutagenic
[O-][N+](=O)c1c(C)cc(c2c1nsn2)C,mutagenic
Clc1ccc(c(c1)N)Cl,non-mutagenic
[O-][N+](=O)c1ccccc1/C=C/c1ccccn1,mutagenic
Oc1ccc2c(c1)c1c(cc2)ccc2c1nc(n2C)C,mutagenic
CCOc1ccccc1OCC1CNCCO1,non-mutagenic
CCC/C=C/C(=O)OC1C(C)(C)CC2C1(O)C=C(C=O)C13C2(C1)C(=O)OC3O,mutagenic
COc1cc2O[C@@H]3[C@H](c2c2c1c1CC[C@@H](c1c(=O)o2)O)C=CO3,mutagenic
c1ccc2c(c1)Cc1c(C2)c2ccccc2c2c1cccc2,mutagenic
OCC12COC(N2C(OC1)c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],mutagenic
CCN([N+](=O)[O-])CCO[N+](=O)[O-],mutagenic
OC(=O)CC[C@@H](C(=O)O)NC(=O)c1cc(Cl)c(c(c1)Cl)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,non-mutagenic
Nc1cc(cc(c1O)Cl)[N+](=O)[O-],mutagenic
Oc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)c(c(c1)C)O,mutagenic
Cc1cccc2c1cc1ccc3c(c1c2)cccc3,mutagenic
Cc1cc2CCCc2c2c1c1ccccc1cc2,non-mutagenic
CON(C(=O)Nc1ccc(cc1)Br)C,non-mutagenic
OC(COc1ccc(cc1C(=O)C)NC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)(C)C)O)CNC(C)(C)C,non-mutagenic
[O-][N+](=O)c1ccc(c(c1)Cl)N,mutagenic
Cn1c2ccc3c(c2c2c1ccc1c2cccc1)cccc3,mutagenic
Clc1cnc2c(c1)cccc2,non-mutagenic
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,mutagenic
C1CCC2C(C1)CC1(CC2)CO1,non-mutagenic
Oc1ccc(cc1)C1Oc2c3C1C(=O)N1CCCCNCCCNC(c(c3)cc2)CC(=O)NCCC1,mutagenic
Oc1nnc(c(n1)O)C,non-mutagenic
Clc1ccc(c(c1)Cl)COC(=O)c1cccc2c1nccc2,non-mutagenic
OCC(C(C(C(C=O)O)O)O)O,non-mutagenic
Oc1cc2ccccc2c2c1cccc2,mutagenic
NCC1(C)CC(N)CC(C1)(C)C,non-mutagenic
OC(=O)CCCCCCCCC(=O)O,non-mutagenic
Nc1ccc(c(c1)N)O,mutagenic
O=NN(C(C(=O)O)C(=O)O)CC1(O)CCC(C(C1O)O)O,non-mutagenic
OC1c2ccccc2-c2c(C1O)c(Br)c1c(c2)cccc1,non-mutagenic
CN(CCNC(=O)c1ccc2c(c1)c(N)c1c(n2)cccc1)C,non-mutagenic
Cc1ccc2c(c1)nc([nH]2)N,mutagenic
Oc1ncc(cc1N)c1ccncc1,non-mutagenic
ClC1=C(Cl)[C@@]2(C([C@@]1(Cl)[C@@H]1[C@H]2[C@H]2C[C@@H]1C=C2)(Cl)Cl)Cl,non-mutagenic
[O-][N+](=O)OCCN([N+](=O)[O-])C,mutagenic
BrCc1c2ccccc2c(c2c1c1ccccc1cc2)C,mutagenic
Cc1ccc(c2c1ccc1c2cccc1)C,mutagenic
C1CCc2c(C1)ccc1c2cc2c(n1)ccc1c2cccc1,mutagenic
CC(=O)[C@H](C(=O)Nc1ccccc1)N=Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N=N[C@@H](C(=O)Nc1ccccc1)C(=O)C,non-mutagenic
CNC(=O)N(c1nc2c(s1)cccc2)C,non-mutagenic
COC1=CC=CC=CC1,mutagenic
CC(N1C(=O)c2ccccc2NS1(=O)=O)C,non-mutagenic
CC(c1ccccc1)CN=N#N,mutagenic
ClCCN(P(=O)(O)N)CCCl,mutagenic
O=C1Nc2c3c1cc1OCOc1c3c1c(c2)cccc1,mutagenic
CN(CCCNc1c2ccccc2nc2c1ccc(c2)[N+](=O)[O-])C,mutagenic
CCc1cccc2c1[nH]c1c2CCOC1(C)CC,non-mutagenic
O=Cc1ccccc1C,non-mutagenic
Oc1ccc2c(c1)oc(=O)cc2C,non-mutagenic
CS(=O)(=O)C,non-mutagenic
O=NN(C(=O)Oc1cccc2c1cccc2)C,mutagenic
O=C1c2c(ccc(c2[N+](=O)[O-])C)C(=O)c2c1cccc2[N+](=O)[O-],mutagenic
CCn1nc(C(=O)O)c(=O)c2c1cc1OCOc1c2,mutagenic
Oc1ccc(cc1)c1ccc(cc1C)N,mutagenic
Clc1ccc(cc1)COC(=O)c1cccc2c1nccc2,non-mutagenic
ClCc1c2ccccc2c(c2c1cccc2)C,mutagenic
OC(=O)[C@]1(C)CCC[C@@]2(C1CC[C@]13C2CC[C@@](C3)(C(=O)C1)C)C,non-mutagenic
c1ccc2-c3c4c(-c2c1)c1ccccc1cc4c1c(c3)cccc1,mutagenic
CC(=O)Nc1cccc(c1C)N=[N+](c1cccc(c1C)NC(=O)C)[O-],non-mutagenic
Cc1ccc(cc1)/C=C/c1ccc(cc1)N,mutagenic
[O-][N+](=O)c1ccc(c(c1)C)[N+](=O)[O-],mutagenic
Clc1ccc(cc1)S(=O)(=O)c1cc(Cl)c(cc1Cl)Cl,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)nc1c(n2)ccc(c1)[N+](=O)[O-],mutagenic
ClC#N,non-mutagenic
c1ccc2c(c1)cc1c(c2)c2ccc3c(c2cc1)cccc3,non-mutagenic
ClCSP(=S)(OCC(C)C)OCC(C)C,non-mutagenic
[O-][N+](=O)c1oc2c(c1)cc1c3c2ccc2c3c(cc1)ccc2,mutagenic
CN(P(=O)(N(C)C)N(C)C)C,non-mutagenic
OC1C=Cc2c(C1O)c1ccc3c4c1c(c2)ccc4ccc3[N+](=O)[O-],mutagenic
Oc1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,mutagenic
CC(=O)/C=C/c1ccco1,non-mutagenic
CNC(=S)N(C)C,non-mutagenic
Clc1ccc(cc1)OCCO/C(=C(\n1cncc1)/C)/c1ccc(cc1Cl)Cl,non-mutagenic
OC1C=Cc2c(C1O)ccc1c2nc2cc(C)ccc2c1C,mutagenic
O=C(c1ccccc1C(=O)OC1CCCCC1)OC1CCCCC1,non-mutagenic
O=C(C1OC1c1ccccc1)c1ccc(cc1)c1ccccc1,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)c1ccccc1n2C,mutagenic
OCC1OC(C(C1O)O)n1cnc2c1nc(O)nc2N,non-mutagenic
Cc1ccc2c(c1)nccc2,mutagenic
OC(=O)Cc1ccc(cc1)[N+](=O)[O-],mutagenic
OC(CC(CC(=O)O)O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1,non-mutagenic
CC(=O)Nc1ccc(cc1)/C=N/n1nnc2-c(c1O)ncc2,mutagenic
O[C@@H](COc1ccc(cc1C(=O)C)NC(=O)N)CNC(C)(C)C,mutagenic
O=NN(C1OCC(C(C1O)O)O)c1ccc(cc1)C(=O)O,mutagenic
CCOP(=O)(Oc1cc(C)ccc1[N+](=O)[O-])NC(CC)C,non-mutagenic
NCCc1cc(O)c(cc1O)O,mutagenic
OC(=O)COc1ccccc1,non-mutagenic
CC(=O)OCC=C,mutagenic
[O-][N+](=O)c1ccccc1Br,mutagenic
CCSC(=O)N1CCCCCC1,non-mutagenic
COC(=C1C(=NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OC)C)C)O,non-mutagenic
OCC1OC(CC1O)n1cnc2c1nc(nc2N)c1ccc(cc1)[N+](=O)[O-],mutagenic
ClCc1ccc(cc1)C#N,non-mutagenic
ClCCOP(OCCCl)OCCCl,mutagenic
CN(c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C)C,mutagenic
Oc1ccc(cc1)/C=N/n1nnc2-c(c1O)nc1c2cccc1,mutagenic
Oc1c2cc(N)c(cc2cc(c1N=Nc1ccc(c2c1cc(cc2)S(=O)(=O)O)N=Nc1ccc(cc1)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,non-mutagenic
CCS(=O)CCSP(=O)(OC)OC,mutagenic
COP(=S)(SCC(=O)N(C=O)C)OC,non-mutagenic
Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,non-mutagenic
[O-][N+](=O)c1ccc(c(c1)C(=O)O)C,mutagenic
OC1C=Cc2c(C1O)cc1c(c2)cc(cc1)[N+](=O)[O-],mutagenic
COP(=S)(Oc1ccc(c(c1)C)N)OC,mutagenic
[O-][N+](=O)[CH-]C,non-mutagenic
O=C(OC(C)(C)C)/C=C/c1ccc(o1)[N+](=O)[O-],mutagenic
COc1ccc(cc1)C=O,non-mutagenic
c1cc2ccc3c4c2c(n1)ccc4ccc3,mutagenic
Cl/C=C(/c1cc(Cl)c(cc1Cl)Cl)\OP(=O)(OC)OC,non-mutagenic
Cc1cnc2c(c1)cccc2,mutagenic
COc1cc(N=Nc2ccccc2)ccc1N,mutagenic
[O-][N+](=O)c1c(C)ccc2c1cccc2,mutagenic
OCC([N+](=O)[O-])(CO)Br,non-mutagenic
OC(=O)/C=C/c1ccc(o1)[N+](=O)[O-],mutagenic
CCc1ccccc1O,non-mutagenic
OCC(=O)Nc1c(CC)cccc1CC,mutagenic
c1ccc2c(c1)c(OCC1CO1)ns2,mutagenic
CSCC[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CSSC[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC(=O)O)CCCN=C(N)N)[C@H](CC)C)C)CCC(=O)N)CO)CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)CCCN=C(N)N)Cc1ccccc1)CO)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)N)CC(C)C)CCCN=C(N)N)CCCN=C(N)N)CO)CO,non-mutagenic
C1CCO1,mutagenic
CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)COC(=O)c1ccco1)CC,mutagenic
ClCC(=C)Cl,mutagenic
COCC1CN(C)C2C(=C1)c1cccc3c1c(C2)cn3C,mutagenic
CN(CC[C@@H](N(C)C)C)C,non-mutagenic
O=C(Nc1cc(Cl)cc(c1)Cl)CCC(=O)O,non-mutagenic
CN(/C=N/c1ccc(cc1C)Cl)C,non-mutagenic
O=Nc1cccc(c1C)[N+](=O)[O-],non-mutagenic
[O-][N+](=O)c1cc(ccc1N)c1ccc(c(c1)[N+](=O)[O-])N,mutagenic
COC(=O)C1c2cc3c(c(c2C(CC1(O)CC)OC1OC(C)C(C(C1)N(C)C)OC1CC(O)C(C(O1)C)OC1CCC(=O)C(O1)C)O)C(=O)c1c(C3=O)cccc1O,mutagenic
Nc1[nH]nc(n1)N,non-mutagenic
Nc1ccc2c(c1)nc1c(c2)cccc1,mutagenic
CCn1cc(C(=O)O)c(=O)c2c1cc1OCOc1c2,mutagenic
Oc1n(/N=C/c2ccc(cc2)c2ccccc2)nnc2-c1nc1c2cccc1,non-mutagenic
CCCCCCCCCC,non-mutagenic
CN(CCCNc1c2ccccc2nc2c1cc(cc2)[N+](=O)[O-])C,mutagenic
NCCC[C@H](Nc1cc(OC)cc2c1nccc2)C,mutagenic
O=C1CN(CCN2CC(=O)N(C(=O)C2)CN2CCOCC2)CC(=O)N1CN1CCOCC1,mutagenic
BrC1C(Cl)C(Br)C(C(C1Br)Br)Br,non-mutagenic
NCCNCCNCCNCCNCCN,mutagenic
O=C1CCCCCO1,non-mutagenic
Oc1cccc(c1)Cl,non-mutagenic
Cc1c2C3OC3c3c(-c2c(c2c1cccc2)C)cccc3,mutagenic
O=Nc1cc2OCOc2cc1O,mutagenic
NC(=S)Nc1ccccc1,non-mutagenic
NCc1cccc(c1)CN,non-mutagenic
NCc1ccc(cc1)CN,non-mutagenic
CCCCC/C(=C/c1ccccc1)/C=O,non-mutagenic
OCCN(CC(=O)O)N=O,mutagenic
Fc1cccc2c1ccc1-c3c4c(-c21)cccc4ccc3,mutagenic
CN(CCC(c1ccccn1)c1ccc(cc1)Cl)C,non-mutagenic
OCCNC(=O)CSc1nc(Cl)cc(n1)Nc1c(C)cccc1C,non-mutagenic
C=CCc1ccc(c(c1)O)O,mutagenic
ClCC(=O)OC(C)C,non-mutagenic
Clc1ccc2c(c1)nc([nH]2)C,mutagenic
Oc1ccccc1,non-mutagenic
CC[C@H]([N+](=O)[O-])[C@H](O)C,non-mutagenic
OCC(CBr)(CBr)CO,mutagenic
Nc1nc2c(s1)cc(cc2)[N+](=O)[O-],mutagenic
CCS(=O)(=O)CCn1c(C)ncc1[N+](=O)[O-],mutagenic
NCC(C(=O)NC1CC(N)C(C(C1OC1CCC(C(C1O)NC)(C)O)O)OC1CC(CN)C(C(C1O)O)O)O,non-mutagenic
[O-][N+](=O)c1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
[O-][N+](=Nc1ccc(c(c1)N)C)c1ccc(c(c1)N)C,mutagenic
OCc1ccc(cc1)C#N,non-mutagenic
CCc1ccc(nc1)C,non-mutagenic
[O-][N+](=O)c1ccc(cc1)/C=N/c1snc2c1cccc2,mutagenic
[O-][N+](=O)c1cc2cc(ccc2c2c1cccc2)[N+](=O)[O-],mutagenic
COc1c2C(=O)c3ccccc3C(=O)c2cc(c1C=O)O,non-mutagenic
[O-][N+](=O)/C=C/c1ccccc1,mutagenic
CC(=C)[C@@H]1CC=C(C(=O)C1)C,non-mutagenic
CC/C(=C(\c1ccc(cc1)OP(=O)(O)O)/CC)/c1ccc(cc1)OP(=O)(O)O,non-mutagenic
OCc1c2ccc3c(c2c(c2c1cccc2)C)cccc3,mutagenic
Fc1cnc2c(c1)ccc1c2cccc1,non-mutagenic
[O-][N+](=O)c1ccc(o1)/C=C/C(=O)OCC,mutagenic
CC(=O)Nc1nc2c(n1C)c(C)cc1c2cccn1,mutagenic
ClCC(CCl)O,mutagenic
